ENSG00000001626.14|CFTR	ENSG00000001626.14	CFTR
ENSG00000004846.16|ABCB5	ENSG00000004846.16	ABCB5
ENSG00000006611.15|USH1C	ENSG00000006611.15	USH1C
ENSG00000007001.12|UPP2	ENSG00000007001.12	UPP2
ENSG00000007216.14|SLC13A2	ENSG00000007216.14	SLC13A2
ENSG00000009694.13|TENM1	ENSG00000009694.13	TENM1
ENSG00000011465.16|DCN	ENSG00000011465.16	DCN
ENSG00000015520.14|NPC1L1	ENSG00000015520.14	NPC1L1
ENSG00000021461.16|CYP3A43	ENSG00000021461.16	CYP3A43
ENSG00000053108.16|FSTL4	ENSG00000053108.16	FSTL4
ENSG00000060718.20|COL11A1	ENSG00000060718.20	COL11A1
ENSG00000066468.22|FGFR2	ENSG00000066468.22	FGFR2
ENSG00000070601.9|FRMPD1	ENSG00000070601.9	FRMPD1
ENSG00000071991.8|CDH19	ENSG00000071991.8	CDH19
ENSG00000072080.10|SPP2	ENSG00000072080.10	SPP2
ENSG00000072133.10|RPS6KA6	ENSG00000072133.10	RPS6KA6
ENSG00000073754.5|CD5L	ENSG00000073754.5	CD5L
ENSG00000074276.10|CDHR2	ENSG00000074276.10	CDHR2
ENSG00000074410.13|CA12	ENSG00000074410.13	CA12
ENSG00000078114.18|NEBL	ENSG00000078114.18	NEBL
ENSG00000084110.10|HAL	ENSG00000084110.10	HAL
ENSG00000085552.16|IGSF9	ENSG00000085552.16	IGSF9
ENSG00000090512.11|FETUB	ENSG00000090512.11	FETUB
ENSG00000091129.19|NRCAM	ENSG00000091129.19	NRCAM
ENSG00000091138.12|SLC26A3	ENSG00000091138.12	SLC26A3
ENSG00000093134.14|VNN3	ENSG00000093134.14	VNN3
ENSG00000095932.6|SMIM24	ENSG00000095932.6	SMIM24
ENSG00000099869.7|IGF2-AS	ENSG00000099869.7	IGF2-AS
ENSG00000100033.16|PRODH	ENSG00000100033.16	PRODH
ENSG00000100652.4|SLC10A1	ENSG00000100652.4	SLC10A1
ENSG00000101204.16|CHRNA4	ENSG00000101204.16	CHRNA4
ENSG00000101210.10|EEF1A2	ENSG00000101210.10	EEF1A2
ENSG00000101938.14|CHRDL1	ENSG00000101938.14	CHRDL1
ENSG00000103154.9|NECAB2	ENSG00000103154.9	NECAB2
ENSG00000104371.4|DKK4	ENSG00000104371.4	DKK4
ENSG00000104537.16|ANXA13	ENSG00000104537.16	ANXA13
ENSG00000105369.9|CD79A	ENSG00000105369.9	CD79A
ENSG00000105664.10|COMP	ENSG00000105664.10	COMP
ENSG00000105697.7|HAMP	ENSG00000105697.7	HAMP
ENSG00000105855.9|ITGB8	ENSG00000105855.9	ITGB8
ENSG00000106031.7|HOXA13	ENSG00000106031.7	HOXA13
ENSG00000106128.18|GHRHR	ENSG00000106128.18	GHRHR
ENSG00000106536.19|POU6F2	ENSG00000106536.19	POU6F2
ENSG00000107317.12|PTGDS	ENSG00000107317.12	PTGDS
ENSG00000107518.16|ATRNL1	ENSG00000107518.16	ATRNL1
ENSG00000107807.12|TLX1	ENSG00000107807.12	TLX1
ENSG00000108602.17|ALDH3A1	ENSG00000108602.17	ALDH3A1
ENSG00000109193.10|SULT1E1	ENSG00000109193.10	SULT1E1
ENSG00000109758.8|HGFAC	ENSG00000109758.8	HGFAC
ENSG00000110244.6|APOA4	ENSG00000110244.6	APOA4
ENSG00000110436.11|SLC1A2	ENSG00000110436.11	SLC1A2
ENSG00000111700.12|SLCO1B3	ENSG00000111700.12	SLCO1B3
ENSG00000111713.2|GYS2	ENSG00000111713.2	GYS2
ENSG00000112379.8|ARFGEF3	ENSG00000112379.8	ARFGEF3
ENSG00000112494.9|UNC93A	ENSG00000112494.9	UNC93A
ENSG00000112818.9|MEP1A	ENSG00000112818.9	MEP1A
ENSG00000112936.18|C7	ENSG00000112936.18	C7
ENSG00000113600.10|C9	ENSG00000113600.10	C9
ENSG00000113805.8|CNTN3	ENSG00000113805.8	CNTN3
ENSG00000113905.4|HRG	ENSG00000113905.4	HRG
ENSG00000116785.13|CFHR3	ENSG00000116785.13	CFHR3
ENSG00000116882.14|HAO2	ENSG00000116882.14	HAO2
ENSG00000117215.14|PLA2G2D	ENSG00000117215.14	PLA2G2D
ENSG00000117322.17|CR2	ENSG00000117322.17	CR2
ENSG00000117594.9|HSD11B1	ENSG00000117594.9	HSD11B1
ENSG00000118785.13|SPP1	ENSG00000118785.13	SPP1
ENSG00000120440.13|TTLL2	ENSG00000120440.13	TTLL2
ENSG00000121075.9|TBX4	ENSG00000121075.9	TBX4
ENSG00000122121.10|XPNPEP2	ENSG00000122121.10	XPNPEP2
ENSG00000122756.14|CNTFR	ENSG00000122756.14	CNTFR
ENSG00000124107.5|SLPI	ENSG00000124107.5	SLPI
ENSG00000124253.10|PCK1	ENSG00000124253.10	PCK1
ENSG00000124256.14|ZBP1	ENSG00000124256.14	ZBP1
ENSG00000124610.4|HIST1H1A	ENSG00000124610.4	HIST1H1A
ENSG00000124713.5|GNMT	ENSG00000124713.5	GNMT
ENSG00000124875.9|CXCL6	ENSG00000124875.9	CXCL6
ENSG00000125780.11|TGM3	ENSG00000125780.11	TGM3
ENSG00000126778.8|SIX1	ENSG00000126778.8	SIX1
ENSG00000128709.12|HOXD9	ENSG00000128709.12	HOXD9
ENSG00000129009.12|ISLR	ENSG00000129009.12	ISLR
ENSG00000129214.14|SHBG	ENSG00000129214.14	SHBG
ENSG00000129965.13|INS-IGF2	ENSG00000129965.13	INS-IGF2
ENSG00000130054.4|FAM155B	ENSG00000130054.4	FAM155B
ENSG00000130173.13|ANGPTL8	ENSG00000130173.13	ANGPTL8
ENSG00000130234.10|ACE2	ENSG00000130234.10	ACE2
ENSG00000130600.17|H19	ENSG00000130600.17	H19
ENSG00000130649.9|CYP2E1	ENSG00000130649.9	CYP2E1
ENSG00000132164.9|SLC6A11	ENSG00000132164.9	SLC6A11
ENSG00000132465.10|JCHAIN	ENSG00000132465.10	JCHAIN
ENSG00000132677.12|RHBG	ENSG00000132677.12	RHBG
ENSG00000132693.12|CRP	ENSG00000132693.12	CRP
ENSG00000132854.18|KANK4	ENSG00000132854.18	KANK4
ENSG00000133665.12|DYDC2	ENSG00000133665.12	DYDC2
ENSG00000134184.12|GSTM1	ENSG00000134184.12	GSTM1
ENSG00000134339.8|SAA2	ENSG00000134339.8	SAA2
ENSG00000134612.11|FOLH1B	ENSG00000134612.11	FOLH1B
ENSG00000134760.5|DSG1	ENSG00000134760.5	DSG1
ENSG00000134775.15|FHOD3	ENSG00000134775.15	FHOD3
ENSG00000135094.10|SDS	ENSG00000135094.10	SDS
ENSG00000135097.6|MSI1	ENSG00000135097.6	MSI1
ENSG00000135423.12|GLS2	ENSG00000135423.12	GLS2
ENSG00000136231.13|IGF2BP3	ENSG00000136231.13	IGF2BP3
ENSG00000136542.8|GALNT5	ENSG00000136542.8	GALNT5
ENSG00000136872.17|ALDOB	ENSG00000136872.17	ALDOB
ENSG00000137077.7|CCL21	ENSG00000137077.7	CCL21
ENSG00000137558.7|PI15	ENSG00000137558.7	PI15
ENSG00000137868.18|STRA6	ENSG00000137868.18	STRA6
ENSG00000137968.16|SLC44A5	ENSG00000137968.16	SLC44A5
ENSG00000138115.13|CYP2C8	ENSG00000138115.13	CYP2C8
ENSG00000139800.8|ZIC5	ENSG00000139800.8	ZIC5
ENSG00000140107.10|SLC25A47	ENSG00000140107.10	SLC25A47
ENSG00000140274.13|DUOXA2	ENSG00000140274.13	DUOXA2
ENSG00000140279.12|DUOX2	ENSG00000140279.12	DUOX2
ENSG00000140297.12|GCNT3	ENSG00000140297.12	GCNT3
ENSG00000140465.13|CYP1A1	ENSG00000140465.13	CYP1A1
ENSG00000140505.6|CYP1A2	ENSG00000140505.6	CYP1A2
ENSG00000141431.10|ASXL3	ENSG00000141431.10	ASXL3
ENSG00000143195.12|ILDR2	ENSG00000143195.12	ILDR2
ENSG00000143297.18|FCRL5	ENSG00000143297.18	FCRL5
ENSG00000144407.9|PTH2R	ENSG00000144407.9	PTH2R
ENSG00000145626.11|UGT3A1	ENSG00000145626.11	UGT3A1
ENSG00000145692.14|BHMT	ENSG00000145692.14	BHMT
ENSG00000145824.12|CXCL14	ENSG00000145824.12	CXCL14
ENSG00000146166.16|LGSN	ENSG00000146166.16	LGSN
ENSG00000146530.11|VWDE	ENSG00000146530.11	VWDE
ENSG00000147257.13|GPC3	ENSG00000147257.13	GPC3
ENSG00000147481.14|SNTG1	ENSG00000147481.14	SNTG1
